"","food","kalescale","nd","protein","fiber","calcium","iron","magnesium","phosphorous","potassium","sodium","zinc","copper","manganese","selenium","vitc","thiamin","riboflavin","niacin","pantothenicacid","vitb6","folate","vitb12","vita","vite","vitd","vitk"
"3623","PEPPERS,HUNGARIAN,RAW",67,11.7119368826256,0.0551724137931035,0.137931034482759,0.0413793103448276,0.0881226053639847,0.137931034482759,0.1,0.199014778325123,0.0014367816091954,0.0689655172413793,0.198275862068966,0.351724137931034,0.0147783251231527,5.33908045977012,0.181609195402299,0.111561866125761,0.188275862068966,0.0706896551724138,0.891379310344828,0.456896551724138,0,0.562758620689655,0.0788177339901478,0,0.426724137931034
"2944","CAULIFLOWER,RAW",67,11.6455614130867,0.1536,0.32,0.088,0.0933333333333333,0.15,0.176,0.341714285714286,0.05,0.072,0.078,0.31,0.0342857142857143,3.21333333333333,0.133333333333333,0.141176470588235,0.1014,0.2668,0.368,0.57,0,0,0.0152380952380952,0,0.775
"3083","PEAS,EDIBLE-PODDED,RAW",65,11.3850917753501,0.133333333333333,0.247619047619048,0.102380952380952,0.275132275132275,0.142857142857143,0.126190476190476,0.136054421768707,0.00396825396825397,0.0428571428571429,0.094047619047619,0.29047619047619,0.0238095238095238,2.38095238095238,0.238095238095238,0.112044817927171,0.0714285714285714,0.178571428571429,0.19047619047619,0.25,0,0.517619047619048,0.0442176870748299,0,0.744047619047619
"3208","SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",65,11.3784963722332,0.106315789473684,0.210526315789474,0.110526315789474,0.128654970760234,0.263157894736842,0.168421052631579,0.333834586466165,0.0043859649122807,0.101754385964912,0.242105263157895,0.452631578947368,0.0150375939849624,1.69298245614035,0.178947368421053,0.126934984520124,0.117894736842105,0.0842105263157895,0.273684210526316,0.25,0,0.157894736842105,0.0325814536340852,0,0.210526315789474
"3343","PEPPERS,HOT CHILI,GRN,RAW",65,11.3751976138541,0.1,0.15,0.045,0.166666666666667,0.15625,0.115,0.242857142857143,0.00729166666666667,0.05,0.2175,0.29625,0.0178571428571429,10.1041666666667,0.15,0.132352941176471,0.11875,0.01525,0.3475,0.14375,0,0.5895,0.0821428571428571,0,0.446875
"3037","LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",65,11.362947120239,0.128571428571429,0.342857142857143,0.128571428571429,0.162698412698413,0.125,0.142857142857143,0.287755102040816,0.0297619047619048,0.0714285714285714,0.0892857142857143,0.446428571428571,0.0102040816326531,0.333333333333333,0.195238095238095,0.105042016806723,0.0439285714285714,0.065,0.15,0.517857142857143,0,0.717142857142857,0.0612244897959184,0,2.15178571428571
"4618","OYSTER,EASTERN,WILD,RAW",65,11.3300174957856,0.223921568627451,0,0.115686274509804,0.502178649237473,0.0882352941176471,0.190196078431373,0.0873949579831933,0.0694444444444444,5.13725490196078,2.80196078431373,0.290196078431373,0.551820728291316,0,0.0235294117647059,0.103806228373702,0.0906862745098039,0.0437254901960784,0.0303921568627451,0.0343137254901961,2.85947712418301,0.0172549019607843,0.0793650793650794,0.00490196078431373,0.0245098039215686
"2883","MUNG BNS,MATURE SEEDS,SPROUTED,RAW",65,11.3057245132332,0.202666666666667,0.24,0.0433333333333333,0.168518518518519,0.175,0.18,0.141904761904762,0.00833333333333333,0.0911111111111111,0.273333333333333,0.313333333333333,0.0285714285714286,0.733333333333333,0.186666666666667,0.243137254901961,0.124833333333333,0.126666666666667,0.146666666666667,0.508333333333333,0,0.014,0.0158730158730159,0,1.375
"3473","PEPPERS,SWT,RED,RAW",65,11.2734575425484,0.0638709677419355,0.270967741935484,0.0225806451612903,0.0770609318996416,0.0967741935483871,0.0838709677419355,0.194470046082949,0.0053763440860215,0.053763440860215,0.0274193548387097,0.180645161290323,0.00460829493087558,6.86559139784946,0.116129032258065,0.161290322580645,0.157903225806452,0.102258064516129,0.469354838709677,0.370967741935484,0,2.02,0.242703533026114,0,0.19758064516129
"2891","BEANS,SNAP,GREEN,RAW",64,11.2470015722036,0.118064516129032,0.348387096774194,0.119354838709677,0.184587813620072,0.201612903225806,0.12258064516129,0.194470046082949,0.00806451612903226,0.0516129032258065,0.111290322580645,0.348387096774194,0.0276497695852535,0.655913978494624,0.176344086021505,0.197343453510436,0.118387096774194,0.0725806451612903,0.22741935483871,0.266129032258065,0,0.445161290322581,0.0629800307219662,0,0.580645161290323
"3193","SEAWEED,KELP,RAW",64,11.1401719621008,0.0781395348837209,0.12093023255814,0.390697674418605,0.368217054263566,0.703488372093023,0.0976744186046512,0.0591362126245847,0.22577519379845,0.190697674418605,0.151162790697674,0.232558139534884,0.0232558139534884,0.116279069767442,0.0775193798449613,0.205198358413133,0.0546511627906977,0.149302325581395,0.00232558139534884,1.04651162790698,0,0.053953488372093,0.0963455149501661,0,1.91860465116279
"3635","MUSHROOMS,MAITAKE,RAW",64,11.1138411083263,0.125161290322581,0.348387096774194,0.0032258064516129,0.053763440860215,0.0806451612903226,0.238709677419355,0.188018433179723,0.00134408602150538,0.161290322580645,0.406451612903226,0.0951612903225806,0.101382488479263,0,0.313978494623656,0.459203036053131,1.06209677419355,0.0870967741935484,0.0903225806451613,0.169354838709677,0,0,0.00153609831029186,9.05645161290323,0
