,food,cat,subcat,kalescale,nd,protein,fiber,calcium,iron,magnesium,phosphorous,potassium,sodium,zinc,copper,manganese,selenium,vitc,thiamin,riboflavin,niacin,pantothenicacid,vitb6,folate,vitb12,vita,vite,vitd,vitk
2817,"PORK,FRSH,ENHCD,SHLDR,(BOSTON BUTT),BLDE (STKS),LN & FAT,RAW",meat,redmeat,25,4.373546661,0.203431953,0,0.00887574,0.031886917,0.026627219,0.124852071,0.066103128,0.03821499,0.111637081,0.034319527,0.00295858,0.224852071,0,0.186982249,0.116602854,0.111331361,0.083905325,0.142011834,0,0.094674556,0,0.00591716,0.026627219,0
3783,"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,RAW",meat,redmeat,25,4.371690136,0.291543624,0,0.018791946,0.060402685,0.038590604,0.136912752,0.065196548,0.015939597,0.184340045,0.024161074,0.004697987,0.243528284,0,0.026845638,0.041847612,0.246744966,0.043422819,0.2,0.021812081,0.131991051,0,0.009907319,0.005033557,0.010067114
2307,"LIMES,RAW",fruit,,25,4.341994775,0.046666667,0.373333333,0.11,0.111111111,0.05,0.06,0.097142857,0.002777778,0.024444444,0.108333333,0.013333333,0.019047619,1.616666667,0.066666667,0.039215686,0.033333333,0.072333333,0.071666667,0.066666667,0,0.033333333,0.034920635,0,0.025
7210,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",meat,redmeat,25,4.324862695,0.258170732,0,0.003658537,0.059281843,0.032012195,0.092073171,0.04738676,0.016768293,0.254471545,0.026829268,0.026829268,0.200348432,0,0.023577236,0.107245337,0.165823171,0.037195122,0.133536585,0.004573171,0.241869919,0.000853659,0.004065041,0.006097561,0.011432927
5118,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4""FAT,CHOIC,RAW",meat,redmeat,25,4.307951061,0.271527778,0,0.010416667,0.06404321,0.041666667,0.127777778,0.054365079,0.02025463,0.220833333,0.037847222,0.008333333,0.220238095,0,0.055555556,0.089869281,0.189236111,0.049305556,0.055555556,0.039930556,0.321759259,0,0.007275132,0.003472222,0.029513889
2318,"MANGOS,RAW",fruit,,25,4.282402406,0.027333333,0.106666667,0.018333333,0.014814815,0.041666667,0.023333333,0.08,0.000694444,0.01,0.0925,0.0525,0.014285714,1.011111111,0.031111111,0.037254902,0.05575,0.032833333,0.099166667,0.179166667,0,0.360666667,0.071428571,0,0.0875
3242,"SWEET POTATO,RAW,UNPREP",vegetable,,24,4.275703269,0.036511628,0.139534884,0.034883721,0.039405685,0.072674419,0.054651163,0.111960133,0.026647287,0.023255814,0.087790698,0.15,0.009966777,0.046511628,0.060465116,0.041723666,0.032383721,0.093023256,0.121511628,0.031976744,0,3.299302326,0.014396456,0,0.026162791
150,"EGG,WHL,RAW,FRZ,PAST",animalproduct,,24,4.273864331,0.156233766,0,0.040909091,0.060966811,0.01461039,0.125324675,0.025046382,0.03517316,0.057142857,0.008116883,0.01038961,0.345083488,0,0.029004329,0.199770817,0.003344156,0.101948052,0.063961039,0.141233766,0.125541126,0.063376623,0.022263451,0.133116883,0.002435065
4770,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",vegprotein,legume,24,4.264608501,0.108306878,0.129100529,0.015079365,0.063345091,0.052248677,0.066666667,0.054270597,0.002645503,0.048677249,0.086772487,2.818253968,0,0.017636684,0.084126984,0.032990974,0.020383598,0.042010582,0.070767196,0.368386243,0,0.003544974,0.010330058,0,0.029761905
879,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW",meat,poultry,24,4.257495207,0.319333333,0,0.008333333,0.036111111,0.047916667,0.15,0.056666667,0.033333333,0.097777778,0.025,0.007083333,0.25,0,0.048333333,0.087745098,0.232416667,0.0975,0.169166667,0.008333333,0.079166667,0.005333333,0.007142857,0.002083333,0.029166667
1168,"TURKEY,RTL PARTS,DRUMSTK,MEAT & SKN,RAW",meat,poultry,24,4.247688033,0.283120567,0,0.006382979,0.044917258,0.037234043,0.107092199,0.042147923,0.025413712,0.138061466,0.028014184,0.00212766,0.205673759,0,0.023167849,0.116812683,0.170212766,0.074751773,0.120212766,0.010638298,0.224586288,0.012198582,0.006079027,0.031914894,0
3802,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,CHOIC,RAW",meat,redmeat,24,4.246924376,0.27625,0,0.013125,0.057291667,0.0171875,0.1225,0.046964286,0.009114583,0.160833333,0.0190625,0.0009375,0.200892857,0,0.02125,0.082720588,0.18015625,0.0216875,0.198125,0.00625,0.186458333,0,0.008333333,0.0046875,0.01015625
4086,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",meat,redmeat,24,4.217283001,0.24630303,0,0.007878788,0.067340067,0.033333333,0.127272727,0.0595671,0.02020202,0.201212121,0.02030303,0.000606061,0.2,0,0.03030303,0.054901961,0.182393939,0.041757576,0.178787879,0.004545455,0.177777778,0.001454545,0.004040404,0.006060606,0.011363636
2189,"APRICOTS,RAW",fruit,,24,4.190024894,0.058333333,0.166666667,0.027083333,0.045138889,0.052083333,0.047916667,0.154166667,0.000868056,0.027777778,0.08125,0.080208333,0.00297619,0.347222222,0.041666667,0.049019608,0.0625,0.05,0.05625,0.046875,0,0.8025,0.088293651,0,0.0859375
2332,"ORANGES,RAW,NAVELS",fruit,,24,4.175855554,0.037142857,0.179591837,0.087755102,0.014739229,0.056122449,0.046938776,0.096793003,0.00085034,0.010884354,0.039795918,0.029591837,0,2.010204082,0.092517007,0.06122449,0.043367347,0.053265306,0.080612245,0.173469388,0,0.100816327,0.014577259,0,0
7216,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,ALL GRDS,RAW",meat,redmeat,24,4.174328947,0.181941748,0,0.002427184,0.097087379,0.024271845,0.07184466,0.035090153,0.01355178,0.160194175,0.043932039,0.04368932,0.164355062,0,0.035598706,0.167904055,0.103179612,0.057524272,0.097572816,0.003640777,0.449029126,0.000776699,0.003236246,0.007281553,0.009101942
7212,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",meat,redmeat,24,4.166519316,0.244327485,0,0.003508772,0.056530214,0.030701754,0.087719298,0.044110276,0.016325536,0.243664717,0.025438596,0.025438596,0.200501253,0,0.021442495,0.098039216,0.154444444,0.037426901,0.128654971,0.004385965,0.248538012,0.000701754,0.004734057,0.005847953,0.010964912
2566,"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",meat,redmeat,24,4.165447221,0.243809524,0,0.008333333,0.027116402,0.03422619,0.124404762,0.057142857,0.014136905,0.077380952,0.026190476,0.003571429,0.24829932,0,0.195238095,0.096988796,0.181339286,0.049940476,0.225,0,0.055555556,0.000714286,0.006235828,0.032738095,0
7116,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,RAW",meat,redmeat,24,4.158367393,0.232899408,0,0.007100592,0.080539119,0.031065089,0.109467456,0.051901944,0.020956607,0.321499014,0.023668639,0.003846154,0.181741336,0,0.031558185,0.069613644,0.104230769,0.043195266,0.092011834,0.00443787,0.3382643,0.000828402,0.004790082,0.00591716,0.011094675
3349,"SHALLOTS,RAW",vegetable,,24,4.145359191,0.069444444,0.177777778,0.051388889,0.092592593,0.072916667,0.083333333,0.132539683,0.006944444,0.037037037,0.061111111,0.202777778,0.023809524,0.185185185,0.055555556,0.016339869,0.013888889,0.040277778,0.239583333,0.118055556,0,0.001111111,0.002645503,0,0.013888889
112,"EGG,WHL,RAW,FRSH",animalproduct,,24,4.140199253,0.175664336,0,0.039160839,0.067987568,0.020979021,0.138461538,0.027572428,0.041375291,0.06013986,0.025174825,0.00979021,0.306693307,0,0.018648019,0.187988482,0.002622378,0.107202797,0.059440559,0.082167832,0.103729604,0.075524476,0.034965035,0.143356643,0.002622378
115,"EGG,YOLK,RAW,FRZ,PAST",animalproduct,,24,4.113951528,0.102541806,0,0.044481605,0.068190264,0.009197324,0.140468227,0.011562351,0.009894091,0.070680045,0.004013378,0.013043478,0.269469661,0,0.049721293,0.110761361,0.000518395,0.114949833,0.073913043,0.126254181,0.091415831,0.088963211,0.03567447,0.175585284,0.002926421
8245,"AGAVE,RAW (SOUTHWEST)",fruit,,24,4.112509675,0.015294118,0.388235294,0.613235294,0.147058824,0.202205882,0.010294118,0.053361345,0.008578431,0.014705882,0.101470588,0.069117647,0.008403361,0.098039216,0.028431373,0.033737024,0.011911765,0.006029412,0.040441176,0.025735294,0,0.010882353,0.016106443,0,0.097426471
5213,"VEAL,SIRLOIN,LN&FAT,RAW",meat,redmeat,23,4.10163096,0.250921053,0,0.007236842,0.028508772,0.039473684,0.1375,0.061842105,0.020833333,0.111842105,0.036184211,0.008881579,0.079887218,0,0.035087719,0.116099071,0.277631579,0.089473684,0.161184211,0.021381579,0.139254386,0,0.00783208,0,0.037828947
2330,"ORANGES,RAW,ALL COMM VAR",fruit,,23,4.100269765,0.04,0.204255319,0.085106383,0.011820331,0.053191489,0.029787234,0.110030395,0,0.009929078,0.04787234,0.026595745,0.015197568,1.886524823,0.123404255,0.050062578,0.03,0.053191489,0.063829787,0.159574468,0,0.095744681,0.018237082,0,0
2836,"PORK LOIN,FRSH,BACKRIBS,BONE-IN,RAW,LN",meat,redmeat,23,4.096339896,0.24244186,0,0.015116279,0.027131783,0.024709302,0.095930233,0.044518272,0.023013566,0.105813953,0.026453488,0.002616279,0.276578073,0,0.192248062,0.113201094,0.210668605,0.049709302,0.135174419,0,0.052325581,0.00127907,0.005537099,0.055232558,0
3978,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,SEL,RAW",meat,redmeat,23,4.091771641,0.222543353,0,0.010404624,0.06807964,0.027456647,0.108092486,0.060611065,0.019749518,0.295183044,0.019075145,0.002890173,0.184971098,0,0.026974952,0.052703162,0.131791908,0.039017341,0.119653179,0.00433526,0.267822736,0.00150289,0.003853565,0.005780347,0.01083815
962,"TURKEY,WHL,MEAT & SKN,RAW",meat,poultry,23,4.079494798,0.302657343,0,0.007692308,0.033411033,0.043706294,0.127972028,0.044755245,0.032634033,0.082983683,0.026923077,0.004195804,0.212787213,0,0.022377622,0.07610037,0.266818182,0.056713287,0.209440559,0.012237762,0.142191142,0.007832168,0.002997003,0.020979021,0
5183,"VEAL,LOIN,LN&FAT,RAW",meat,redmeat,23,4.069348021,0.226779661,0,0.007909605,0.026365348,0.060734463,0.125423729,0.038902341,0.02306968,0.075706215,0.023163842,0.003672316,0.130750605,0,0.029378531,0.093054171,0.186920904,0.035536723,0.170621469,0.004237288,0.231638418,0,0.008071025,0.097457627,0.009180791
7197,"BEEF,RIB EYE STK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,ALL GRDS,RAW",meat,redmeat,23,4.068479095,0.255662651,0,0.005421687,0.065595716,0.031626506,0.091566265,0.047332186,0.016064257,0.196385542,0.021987952,0.021987952,0.181583477,0,0.040160643,0.095322466,0.153012048,0.03253012,0.146987952,0.004518072,0.194779116,0.000843373,0.004302926,0.006024096,0.011295181
4144,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",meat,redmeat,23,4.065799174,0.238461538,0,0.007692308,0.065088757,0.032544379,0.125443787,0.059002536,0.019477318,0.194477318,0.020414201,0.000591716,0.182586644,0,0.027613412,0.053602506,0.18091716,0.038284024,0.173372781,0.00443787,0.165680473,0.001420118,0.004508312,0.00591716,0.011094675
2813,"PORK,FRSH,ENHANCED,LOIN,TOP LOIN (CHOPS),BNLESS,LN & FAT,RAW",meat,redmeat,23,4.062212464,0.22748538,0,0.005263158,0.013645224,0.030701754,0.142690058,0.081704261,0.061159844,0.047563353,0.014327485,0.002923977,0.357560568,0,0.185185185,0.067079463,0.209883041,0.042748538,0.136549708,0,0.054580897,0,0.005569479,0.01754386,0
7218,"BEEF,PLATE STEAK,BNLESS,OUTSIDE SKIRT,LN,0"" FAT,CHOIC,RAW",meat,redmeat,23,4.041511856,0.174245283,0,0.002358491,0.092505241,0.023584906,0.069339623,0.033827493,0.01336478,0.149056604,0.042924528,0.042924528,0.159703504,0,0.034591195,0.165649279,0.099339623,0.058018868,0.09245283,0.003537736,0.45754717,0.000660377,0.00359389,0.007075472,0.00884434
7114,"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",meat,redmeat,23,4.039610081,0.221485714,0,0.006285714,0.08031746,0.03,0.106857143,0.051102041,0.019285714,0.314285714,0.022571429,0.004,0.182040816,0,0.03047619,0.067226891,0.101914286,0.042285714,0.088857143,0.004285714,0.316190476,0.000685714,0.00462585,0.007142857,0.010714286
4782,"LENTILS,RAW",vegprotein,legume,23,4.034016599,0.139943182,0.121590909,0.009943182,0.102746212,0.033380682,0.079829545,0.054951299,0.000710227,0.061931818,0.107102273,0.197869318,0.000405844,0.021306818,0.165340909,0.035260695,0.037002841,0.060795455,0.076704545,0.340198864,0,0.002215909,0.006628788,0,0.017755682
810,"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW",meat,poultry,23,4.007137321,0.359495798,0,0.010084034,0.041549953,0.052521008,0.145378151,0.054981993,0.026960784,0.08627451,0.022268908,0.007983193,0.18847539,0.032212885,0.040896359,0.070192783,0.346176471,0.088907563,0.180672269,0.014705882,0.051820728,0.008739496,0.008403361,0.010504202,0.018907563
7256,"BEEF,PLATE STEAK,BNLESS,INSIDE SKIRT,LN & FAT,0"" FAT,SEL,RAW",meat,redmeat,23,3.984041702,0.239885057,0,0.003448276,0.055236271,0.030172414,0.085632184,0.046469622,0.015565134,0.237547893,0.023275862,0.023275862,0.175697865,0,0.022222222,0.104800541,0.157758621,0.032586207,0.120689655,0.004310345,0.199233716,0.001609195,0.0030104,0.004310345,0.010775862
2240,"CRANBERRIES,RAW",fruit,,23,3.965999932,0.016956522,0.4,0.017391304,0.030193237,0.032608696,0.02826087,0.052795031,0.001811594,0.014492754,0.066304348,0.391304348,0.00310559,0.481884058,0.017391304,0.025575448,0.010978261,0.064130435,0.061956522,0.005434783,0,0.026086957,0.124223602,0,0.138586957
2550,"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN & FAT,RAW",meat,redmeat,23,3.953847016,0.243647059,0,0.011176471,0.020588235,0.036764706,0.122941176,0.057647059,0.013480392,0.069411765,0.018529412,0.002058824,0.284033613,0,0.190196078,0.065397924,0.194676471,0.041411765,0.205,0,0.051960784,0.000705882,0.003361345,0.030882353,0
4550,"SHARK,MIXED SPECIES,RAW",meat,seafood,23,3.952150448,0.322769231,0,0.026153846,0.035897436,0.094230769,0.161538462,0.035164835,0.025320513,0.022051282,0.012692308,0.005769231,0.401098901,0,0.021538462,0.028054299,0.113,0.053461538,0.153846154,0.005769231,0.191025641,0.035846154,0.036630037,0.046153846,0.000961538
2594,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN & FAT,RAW",meat,redmeat,23,3.93350897,0.187311828,0,0.008602151,0.033452808,0.02688172,0.102150538,0.048847926,0.013664875,0.110752688,0.025806452,0.002956989,0.201228879,0,0.186379928,0.111638204,0.113951613,0.077795699,0.130645161,0,0.081541219,0.000860215,0.00563236,0.040322581,0
1174,"TURKEY,RTL PARTS,THIGH,MEAT & SKN,RAW",meat,poultry,22,3.924759277,0.242732919,0,0.002484472,0.045203589,0.031055901,0.1,0.042413487,0.019409938,0.107660455,0.023602484,0.001863354,0.175687666,0,0.02194617,0.097917428,0.173881988,0.073229814,0.130124224,0.00931677,0.220496894,0.012049689,0.004732328,0.032608696,0
2711,"PORK,FRSH,COMP OF RTL CUTS (LOIN & SHLDR BLADE),LN & FAT,RAW",meat,redmeat,22,3.923668588,0.226892655,0,0.009039548,0.023226616,0.032485876,0.115819209,0.055690073,0.012711864,0.075706215,0.019774011,0.002824859,0.255044391,0.00094162,0.21920904,0.079096045,0.154011299,0.051016949,0.176553672,0.001412429,0.060263653,0.00079096,0.004304547,0.031073446,0
1016,"GROUND TURKEY,RAW",meat,poultry,22,3.921782107,0.265675676,0,0.012837838,0.040915916,0.038851351,0.135135135,0.045752896,0.016328829,0.105855856,0.032432432,0.002702703,0.211389961,0,0.02972973,0.06200318,0.227466216,0.067094595,0.190540541,0.011824324,0.112612613,0.008918919,0.002895753,0.023648649,0
7376,"BEEF,LOIN,TOP LOIN STK,BNLS,LIP OFF,LN & FAT,0"" FT,CHOIC,RAW",meat,redmeat,22,3.91202782,0.259532164,0,0.00877193,0.062053281,0.016081871,0.115789474,0.045279866,0.010964912,0.141130604,0.011988304,0.000584795,0.168755221,0,0.020272904,0.067767458,0.195350877,0.021111111,0.166666667,0.005847953,0.162768031,0.001520468,0.006683375,0.004385965,0.010964912
7198,"BEEF,RIB EYE STEAK/RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",meat,redmeat,22,3.885383382,0.241965318,0,0.005202312,0.062620424,0.031791908,0.09017341,0.044591247,0.015655106,0.183815029,0.021098266,0.021098266,0.177539224,0,0.038535645,0.094525672,0.141820809,0.030057803,0.134971098,0.00433526,0.185934489,0.000809249,0.004404074,0.005780347,0.01083815
2333,"ORANGES,RAW,FLORIDA",fruit,,22,3.875154869,0.030434783,0.208695652,0.093478261,0.010869565,0.054347826,0.026086957,0.104968944,0,0.011594203,0.042391304,0.026086957,0.01552795,1.630434783,0.144927536,0.051150895,0.043478261,0.054347826,0.055434783,0.092391304,0,0.097826087,0.01863354,0,0
2709,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN&FAT,RAW",meat,redmeat,22,3.858213056,0.257108434,0,0.004216867,0.017737617,0.036144578,0.130120482,0.0616179,0.011797189,0.069477912,0.01686747,0.002108434,0.228055077,0,0.171084337,0.064138909,0.167650602,0.043493976,0.21626506,0,0.054216867,0.00060241,0.003442341,0.031626506,0
4798,"PEAS,GRN,SPLIT,MATURE SEEDS,RAW",vegprotein,legume,22,3.839952425,0.135340909,0.289772727,0.010511364,0.076073232,0.034801136,0.091193182,0.066801948,0.001775568,0.067234848,0.115767045,0.173295455,0.01663961,0.008522727,0.1375,0.035929144,0.041036932,0.049943182,0.024715909,0.194602273,0,0.008465909,0.001217532,0,0.051491477
3780,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",meat,redmeat,22,3.785333777,0.257212121,0,0.016363636,0.052188552,0.033333333,0.116969697,0.057142857,0.013636364,0.153939394,0.021515152,0.003939394,0.201731602,0,0.022626263,0.032085561,0.207333333,0.037515152,0.173030303,0.018181818,0.119191919,0,0.00952381,0.006060606,0.009848485
2301,"KUMQUATS,RAW",fruit,,22,3.76937466,0.052957746,0.366197183,0.087323944,0.067292645,0.070422535,0.026760563,0.074849095,0.005868545,0.015962441,0.066901408,0.095070423,0,1.030516432,0.034741784,0.074565037,0.030211268,0.029295775,0.025352113,0.059859155,0,0.081690141,0.010060362,0,0
3976,"BEEF,CHUCK EYE RST,BNLESS,A BF RST,LN & FAT,0"",ALL G,RAW",meat,redmeat,22,3.755950313,0.213111111,0,0.009444444,0.064197531,0.026388889,0.105,0.052698413,0.01875,0.278518519,0.016944444,0.002777778,0.163492063,0,0.024444444,0.047385621,0.120111111,0.034111111,0.106388889,0.004166667,0.252777778,0.001444444,0.005026455,0.005555556,0.010416667
2271,"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",fruit,,21,3.753396852,0.036666667,0.152380952,0.052380952,0.010582011,0.053571429,0.042857143,0.091836735,0,0.011111111,0.038095238,0.026190476,0.003401361,1.238095238,0.068253968,0.043417367,0.024285714,0.062380952,0.063095238,0.077380952,0,0.547619048,0.014739229,0,0
1164,"TURKEY,RTL PARTS,BREAST,MEAT & SKN,RAW",meat,poultry,21,3.749690632,0.282322581,0,0.005806452,0.027598566,0.038709677,0.113548387,0.045529954,0.019354839,0.049462366,0.017419355,0.001935484,0.188018433,0,0.020645161,0.059582543,0.303225806,0.062709677,0.233548387,0.011290323,0.137634409,0.006967742,0.002764977,0.019354839,0
2689,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN&FAT,RAW",meat,redmeat,21,3.668161519,0.204656085,0,0.011640212,0.024985303,0.027777778,0.102116402,0.048072562,0.013888889,0.098059965,0.020634921,0.002910053,0.244142101,0,0.132275132,0.078742608,0.081534392,0.085132275,0.142592593,0,0.088183422,0.000846561,0.005794911,0.038359788,0
113,"EGG,WHITE,RAW,FRESH",animalproduct,,21,3.663913061,0.419230769,0,0.013461538,0.008547009,0.052884615,0.028846154,0.08956044,0.133012821,0.003846154,0.022115385,0.010576923,0.549450549,0,0.005128205,0.496606335,0.010096154,0.036538462,0.004807692,0.019230769,0.028846154,0,0,0,0
3303,"YAMBEAN (JICAMA),RAW",vegprotein,legume,21,3.661154978,0.037894737,0.515789474,0.031578947,0.087719298,0.078947368,0.047368421,0.112781955,0.004385965,0.028070175,0.063157895,0.078947368,0.026315789,0.885964912,0.035087719,0.044891641,0.026315789,0.035526316,0.055263158,0.078947368,0,0.011052632,0.05764411,0,0.009868421
1098,"GROUND TURKEY,93% LN,7% FAT,RAW",meat,poultry,21,3.657778226,0.249733333,0,0.014,0.043333333,0.035,0.128666667,0.040571429,0.019166667,0.112444444,0.035666667,0.002666667,0.180952381,0,0.029777778,0.07254902,0.180566667,0.066666667,0.116666667,0.011666667,0.133333333,0.009733333,0.003492063,0.023333333,0
3548,"CORN,SWEET,WHITE,RAW",grain,,21,3.633006708,0.074883721,0.125581395,0.002325581,0.033591731,0.10755814,0.103488372,0.089700997,0.007267442,0.034883721,0.031395349,0.093604651,0.009966777,0.131782946,0.15503876,0.041039672,0.098837209,0.088372093,0.031976744,0.13372093,0,0.000232558,0.003875969,0,0.004360465
904,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,RAW",meat,poultry,21,3.592758968,0.348730159,0,0.01031746,0.038800705,0.043650794,0.123015873,0.04399093,0.026785714,0.086243386,0.016269841,0.007142857,0.201814059,0.015873016,0.031216931,0.047152194,0.29202381,0.066349206,0.21031746,0.007936508,0.05026455,0.009365079,0.004913076,0.009920635,0
3977,"BEEF,CHUCK EYE RST,BNLS,A BF RST,LN & FAT,0"" FAT,CHOIC,RAW",meat,redmeat,21,3.590973022,0.206918919,0,0.009189189,0.062462462,0.025675676,0.100540541,0.047876448,0.018018018,0.271711712,0.015945946,0.002432432,0.154440154,0,0.021981982,0.044833068,0.116837838,0.029891892,0.098648649,0.004054054,0.242342342,0.001297297,0.005405405,0.005405405,0.010135135
980,"TURKEY,DK MEAT,MEAT & SKN,RAW",meat,poultry,21,3.585281211,0.246086957,0,0.006832298,0.034506556,0.034161491,0.10310559,0.036912156,0.029244306,0.096066253,0.026397516,0.004347826,0.179236912,0,0.022774327,0.08366825,0.167018634,0.053229814,0.121428571,0.00931677,0.19047619,0.01068323,0.003253475,0.029503106,0
2303,"LEMON JUICE,RAW",fruit,,21,3.584549037,0.031818182,0.054545455,0.027272727,0.02020202,0.068181818,0.036363636,0.133766234,0.001893939,0.015151515,0.036363636,0.027272727,0.006493506,2.931818182,0.072727273,0.040106952,0.020681818,0.059545455,0.104545455,0.227272727,0,0.005454545,0.032467532,0,0
3292,"WATERCHESTNUTS,CHINESE,(MATAI),RAW",vegetable,green,20,3.578616423,0.028865979,0.12371134,0.011340206,0.003436426,0.056701031,0.064948454,0.172017673,0.006013746,0.034364261,0.168041237,0.170618557,0.010309278,0.068728522,0.096219931,0.121285628,0.051546392,0.049381443,0.169072165,0.041237113,0,0,0.058910162,0,0.003865979
4493,"HALIBUT,GREENLAND,RAW",meat,seafood,20,3.561842426,0.154516129,0,0.001612903,0.019713262,0.034946237,0.088172043,0.041167435,0.017921147,0.014336918,0.008064516,0.003225806,0.280337942,0,0.021505376,0.025300443,0.040322581,0.01344086,0.112903226,0.001344086,0.089605735,0.005053763,0.018689196,1.474462366,0.000672043
1135,"TURKEY FROM WHL,ENHANCED,LT MEAT,MEAT & SKN,RAW",meat,poultry,20,3.552680952,0.272380952,0,0.00952381,0.020408163,0.037414966,0.145578231,0.042759961,0.055272109,0.055328798,0.017346939,0.002380952,0.200194363,0,0.013605442,0.054821929,0.300408163,0.049591837,0.229591837,0.010204082,0.075963719,0.008707483,0.002267574,0.018707483,0
3065,"ONIONS,RAW",vegetable,,20,3.548103912,0.055,0.17,0.0575,0.029166667,0.0625,0.0725,0.104285714,0.004166667,0.028333333,0.04875,0.16125,0.017857143,0.308333333,0.076666667,0.039705882,0.0145,0.03075,0.15,0.11875,0,0.001,0.002380952,0,0.0125
2542,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",meat,redmeat,20,3.545545167,0.201649485,0,0.018041237,0.018900344,0.021907216,0.106701031,0.042415317,0.014819588,0.087972509,0.021134021,0.002061856,0.216494845,0,0.171477663,0.095209218,0.172783505,0.053917526,0.110051546,0,0.047250859,0.002061856,0.005154639,0.037371134,0
7549,"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",meat,redmeat,20,3.543632565,0.227272727,0,0.006818182,0.070707071,0.028409091,0.104545455,0.05211039,0.015625,0.181439394,0.020454545,0.002840909,0.13474026,0,0.015909091,0.050467914,0.144090909,0.034147727,0.104829545,0.008522727,0.209280303,0.001590909,0.004599567,0.004261364,0.005681818
116,"EGG,YOLK,RAW,FRZ,SUGARED,PAST",animalproduct,,20,3.532340423,0.090358306,0,0.040390879,0.066956207,0.008143322,0.131596091,0.009771987,0.009500543,0.066449511,0.001954397,0.013029316,0.248953001,0,0.030401737,0.100210768,0.000602606,0.107068404,0.064820847,0.141693811,0.089033659,0.071856678,0.034899953,0.100162866,0.002850163
4549,"SHAD,AMERICAN,RAW",meat,seafood,20,3.531523004,0.171878173,0,0.023857868,0.027354766,0.038071066,0.138071066,0.055692531,0.010786802,0.012521151,0.016243655,0.010659898,0.264684554,0,0.050761421,0.071663183,0.21319797,0.038071066,0.101522843,0.019035533,0.012690355,0.010761421,0.029489969,0.241116751,0.000634518
3115,"POTATOES,FLESH & SKN,RAW",grain,,20,3.524484929,0.052467532,0.114285714,0.015584416,0.056277056,0.074675325,0.074025974,0.156215213,0.003246753,0.025108225,0.07012987,0.099350649,0.005565863,0.426406926,0.069264069,0.024446142,0.068441558,0.038441558,0.191558442,0.051948052,0,0.000519481,0.000618429,0,0.030844156
2558,"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",meat,redmeat,20,3.512614712,0.218064516,0,0.01344086,0.017622461,0.030913978,0.109139785,0.051766513,0.012544803,0.066308244,0.017473118,0.002150538,0.27265745,0,0.16344086,0.05597723,0.170188172,0.037258065,0.183333333,0,0.048387097,0.000860215,0.003072197,0.034946237,0
3117,"POTATOES,WHITE,FLESH & SKN,RAW",grain,,20,3.510567542,0.048695652,0.139130435,0.013043478,0.041867955,0.076086957,0.089855072,0.168530021,0.009661836,0.028019324,0.084057971,0.105072464,0.00621118,0.219806763,0.068599034,0.028985507,0.077246377,0.040724638,0.147101449,0.065217391,0,0.002318841,0.000690131,0,0.028985507
2356,"PEACHES,RAW",fruit,,20,3.505379606,0.046666667,0.153846154,0.015384615,0.035612536,0.057692308,0.051282051,0.139194139,0,0.029059829,0.087179487,0.078205128,0.003663004,0.282051282,0.041025641,0.046757164,0.103333333,0.039230769,0.032051282,0.025641026,0,0.167179487,0.089133089,0,0.083333333
