"","food","kalescale","nd","protein","fiber","calcium","iron","magnesium","phosphorous","potassium","sodium","zinc","copper","manganese","selenium","vitc","thiamin","riboflavin","niacin","pantothenicacid","vitb6","folate","vitb12","vita","vite","vitd","vitk"
"1412","CAMPBELL'S CHUNKY,CLASSIC CHICK NOODLE SOUP",16,2.75633760601597,0.145106382978723,0.0851063829787234,0.0234042553191489,0.0401891252955083,0.0372340425531915,0.074468085106383,0.0547112462006079,0.288120567375887,0.025531914893617,0.0265957446808511,0.0617021276595745,0.173252279635258,0,0.024113475177305,0.0287859824780976,0.143829787234043,NA,NA,NA,NA,NA,NA,NA,NA
"7164","BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS",16,2.75585905322769,0.205309090909091,0,0.00509090909090909,0.0565656565656566,0.0181818181818182,0.0658181818181818,0.0283636363636364,0.00984848484848485,0.231515151515152,0.0163636363636364,0.00236363636363636,0.167272727272727,0,0.016969696969697,0.0481283422459893,0.0685818181818182,0.0263272727272727,0.0567272727272727,0.00636363636363636,0.193333333333333,0.00189090909090909,0.00138528138528139,0.00545454545454545,0.00727272727272727
"5135","LAMB,DOM,SHLDR,BLADE,LN,1/4""FAT,CHOIC,CKD,BRSD",16,2.75572035566153,0.224652777777778,0,0.00972222222222222,0.0501543209876543,0.0225694444444444,0.0701388888888889,0.0251984126984127,0.0114293981481481,0.186574074074074,0.0222222222222222,0.00555555555555556,0.181547619047619,0,0.0138888888888889,0.0449346405228758,0.0977430555555555,0.0211805555555556,0.0208333333333333,0.0182291666666667,0.170138888888889,0,0.00330687830687831,NA,NA
"528","INF FORMULA, ABBO NUTR, SIMILA, ISOMI, W/ IRON,PDR,NOT RECON",16,2.75506372660521,0.048742746615087,0,0.104448742746615,0.0995056952503761,0.0188588007736944,0.0746615087040619,0.0306714562033711,0.018214055448098,0.0497743391360413,0.0373307543520309,0.0124758220502901,0.0298424979276043,0.149258542875564,0.0398452611218569,0.0526794857207873,0.067147001934236,0.0746034816247582,0.0298839458413926,0.0372340425531915,0.074468085106383,0.0596905222437137,0.0469743022934512,0.149419729206963,0.136847195357834
"578","INF FORMULA, ABB NUTR, SIMI, ISOMI, ADVAN W/ IRO ,PD,NOT REC",16,2.75506372660521,0.048742746615087,0,0.104448742746615,0.0995056952503761,0.0188588007736944,0.0746615087040619,0.0306714562033711,0.018214055448098,0.0497743391360413,0.0373307543520309,0.0124758220502901,0.0298424979276043,0.149258542875564,0.0398452611218569,0.0526794857207873,0.067147001934236,0.0746034816247582,0.0298839458413926,0.0372340425531915,0.074468085106383,0.0596905222437137,0.0469743022934512,0.149419729206963,0.136847195357834
"6600","WHEAT FLR,WHOLE-GRAIN,SOFT WHEAT",16,2.7549617936595,0.0578915662650602,0.157831325301205,0.00993975903614458,0.0620816599732262,0.0881024096385542,0.097289156626506,0.0339070567986231,0.000376506024096386,0.0594377510040161,0.0715361445783133,0.511897590361446,0.0546471600688468,0,0.0596385542168675,0.0333097094259391,0.080527108433735,0.0304518072289157,0.0287650602409639,0.0210843373493976,NA,0.000542168674698795,0.00760183591508893,0,0.00715361445783133
"2977","CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP",16,2.75460623422698,0.0669387755102041,0.114285714285714,0.00408163265306122,0.0385487528344671,0.0816326530612245,0.0887755102040816,0.0857142857142857,0.00212585034013605,0.0476190476190476,0.0260204081632653,0.0806122448979592,0.0116618075801749,0.122448979591837,0.0700680272108844,0.0528211284513806,0.085765306122449,0.0298979591836735,0.0913265306122449,0.102040816326531,0,0.0497959183673469,0.0043731778425656,0,0.00510204081632653
"3561","CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP",16,2.75460623422698,0.0669387755102041,0.114285714285714,0.00408163265306122,0.0385487528344671,0.0816326530612245,0.0887755102040816,0.0857142857142857,0.00212585034013605,0.0476190476190476,0.0260204081632653,0.0806122448979592,0.0116618075801749,0.122448979591837,0.0700680272108844,0.0528211284513806,0.085765306122449,0.0298979591836735,0.0913265306122449,0.102040816326531,0,0.000816326530612245,NA,0,NA
"4580","TUNA SALAD",16,2.75167348677848,0.171550802139037,0,0.00909090909090909,0.029708853238265,0.0254010695187166,0.0951871657754011,0.027196333078686,0.089572192513369,0.0199643493761141,0.0387700534759358,0.0106951871657754,0.314744079449962,0.0196078431372549,0.0110516934046346,0.0220195029883611,0.179144385026738,0.013903743315508,0.0216577540106952,0.0106951871657754,0.106951871657754,0.0103743315508021,NA,NA,NA
"7495","BEEF,NZ,IMP,FLAT,LN & FAT,RAW",16,2.75161394857106,0.232429378531073,0,0.00282485875706215,0.0577526679221594,0.0268361581920904,0.096045197740113,0.045682001614205,0.0115348399246704,0.196610169491525,0.0324858757062147,0.00225988700564972,0.00887812752219532,0,0.0173258003766478,0.0448654037886341,0.0907344632768362,0.0175706214689266,0.0748587570621469,NA,0.256120527306968,0.00384180790960452,0.0131826741996234,0.00141242937853107,NA
"7427","BEEF,LN,TP LN STK,BNLESS,LIPON,L & F,1/8 FAT,A GRDS, GRILLED",16,2.74968641546307,0.198333333333333,0,0.0053030303030303,0.0521885521885522,0.0189393939393939,0.0818181818181818,0.0286796536796537,0.00820707070707071,0.105050505050505,0.0126893939393939,0.000568181818181818,0.134199134199134,0,0.0146464646464646,0.0445632798573975,0.125833333333333,0.0128030303030303,0.123106060606061,0.00568181818181818,0.118686868686869,NA,0.00414862914862915,0.00473484848484848,0.00757575757575758
"6514","MACARONI,WHOLE-WHEAT,CKD",16,2.74804794790505,0.0859677419354839,0.0903225806451613,0.0120967741935484,0.0474910394265233,0.0604838709677419,0.0717741935483871,0.0101382488479263,0.00100806451612903,0.0435483870967742,0.0673387096774194,0.556048387096774,0.298387096774194,0,0.0580645161290323,0.0213472485768501,0.028508064516129,0.0337903225806452,0.0318548387096774,0.0100806451612903,0,0.000483870967741935,0.0115207373271889,0,0.00705645161290322
"3545","YAM,CKD,BLD,DRND,OR BKD,W/SALT",16,2.74763991968651,0.026140350877193,0.136842105263158,0.012280701754386,0.0253411306042885,0.0394736842105263,0.0429824561403509,0.167919799498747,0.0891812865497076,0.0116959064327485,0.0666666666666667,0.162719298245614,0.0087719298245614,0.176900584795322,0.0555555555555556,0.0144478844169247,0.0242105263157895,0.027280701754386,0.1,0.0350877192982456,0,0.0214035087719298,0.0142021720969089,0,0.025219298245614
"2716","USDA COMMODITY,PORK,GROUND,FINE/COARSE,FRZ,CKD",16,2.7431592569752,0.177735849056604,0,0.0030188679245283,0.0316561844863732,0.0216981132075472,0.0871698113207547,0.0335309973045822,0.0119496855345912,0.090314465408805,0.0247169811320755,0.00188679245283019,0.190835579514825,0.0144654088050314,0.150440251572327,0.0548279689234184,0.0678679245283019,0.0348301886792453,0.0315094339622642,0.00566037735849057,0.144654088050314,0.00113207547169811,NA,NA,NA
"952","PHEASANT,RAW,MEAT&SKN",16,2.74304330060195,0.250828729281768,0,0.00662983425414365,0.0352977286678944,0.0276243093922652,0.118232044198895,0.0383583267561168,0.00920810313075507,0.0353591160220994,0.0179558011049724,0.00469613259668508,0.123914759273875,0.0488029465930018,0.0265193370165746,0.0464738381540461,0.177513812154696,0.0512707182320442,0.18232044198895,0.00828729281767956,0.070902394106814,0.0195580110497238,NA,NA,NA
"1743","CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",16,2.74275521662075,0.278014184397163,0,0.0120567375886525,0.0965327029156817,NA,NA,0.0739614994934144,0.312056737588652,NA,NA,NA,NA,NA,0.0425531914893617,0.0959532749269921,0.145390070921986,NA,NA,NA,NA,NA,NA,NA,NA
"2413","PUMMELO,RAW",16,2.74145517768978,0.04,0.105263157894737,0.0105263157894737,0.0160818713450292,0.0394736842105263,0.0447368421052632,0.162406015037594,0.00109649122807018,0.0140350877192982,0.0631578947368421,0.0223684210526316,NA,2.67543859649123,0.0596491228070176,0.0417956656346749,0.0289473684210526,NA,0.0473684210526316,NA,0,0.00421052631578947,NA,NA,NA
"8356","RESTAURANT,MEXICAN,REFRIED BNS",16,2.74060332938007,0.0885897435897436,0.205128205128205,0.0365384615384615,0.0576923076923077,0.0705128205128205,0.0820512820512821,0.0736263736263736,0.10042735042735,0.0376068376068376,0.0538461538461539,0.117628205128205,0.0769230769230769,0,0.0576923076923077,0.0418552036199095,0.0156410256410256,0.0185897435897436,NA,0.046474358974359,0.00854700854700855,0.00474358974358974,0.0137362637362637,NA,0.106570512820513
"329","BABYFOOD,DINNER,VEG&HAM,STR",16,2.73968567362733,0.0742372881355932,0.108474576271186,0.0271186440677966,0.0386064030131827,0.0508474576271186,0.0559322033898305,0.0682808716707022,0.0112994350282486,0.0361581920903955,0.0593220338983051,0.11864406779661,0.0581113801452784,0.0451977401129944,0.0395480225988701,0.0538384845463609,0.0572881355932203,0.025593220338983,0.0610169491525424,0.0127118644067797,0.0169491525423729,0.973559322033898,0.0250201775625504,0.0169491525423729,0.0572033898305085
"6476","SEMOLINA,ENRICHED",16,2.73898803183717,0.0704444444444444,0.0433333333333333,0.00472222222222222,0.067283950617284,0.0326388888888889,0.0377777777777778,0.0147619047619048,0.000115740740740741,0.0194444444444444,0.02625,0.0859722222222222,0.354761904761905,0,0.150185185185185,0.0933006535947712,0.0831944444444444,0.0161111111111111,0.0143055555555556,0.127083333333333,0,0,0.00343915343915344,0,NA
"317","BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",16,2.73850668959204,0.0847457627118644,0.0745762711864407,0.023728813559322,0.0338983050847458,0.0296610169491525,0.0745762711864407,0.0348668280871671,0.0247175141242938,0.0406779661016949,0.0330508474576271,NA,0.203389830508475,0.0423728813559322,0.0542372881355932,0.0548354935194417,0.0636440677966102,NA,0.0398305084745763,0.038135593220339,0.0677966101694915,0.234237288135593,0.0653753026634383,0.00423728813559322,0.141949152542373
"3787","BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD",16,2.73829164098161,0.200603773584906,0,0.00679245283018868,0.0377358490566038,0.0207547169811321,0.0758490566037736,0.0351482479784367,0.00833333333333333,0.120503144654088,0.0166037735849057,0.00169811320754717,0.155795148247978,0,0.0166037735849057,0.0259711431742508,0.136018867924528,0.0197358490566038,0.1,0.00754716981132076,0.110062893081761,0,0.00844564240790656,NA,0.0080188679245283
"7566","BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",16,2.73565348041515,0.189112903225806,0,0.0129032258064516,0.0560035842293907,0.0201612903225806,0.080241935483871,0.0370967741935484,0.014616935483871,0.15994623655914,0.0143145161290323,0.00241935483870968,0.112903225806452,0,0.0115591397849462,0.0419829222011385,0.106491935483871,0.0243548387096774,0.0693548387096774,0.0100806451612903,0.1875,0.000806451612903226,0.00249615975422427,0.00201612903225806,0.0100806451612903
"8081","PASTA MIX,CLASSIC CHEESEBURGER MACARONI,UNPREP",16,2.73518000639371,0.0664756446991404,0.030945558739255,0.00802292263610315,0.0437758675581025,0.0250716332378223,0.0375358166189112,0.0167007777322964,0.256924546322827,0.0156638013371538,0.0200573065902579,0.0938395415472779,0.154727793696275,0.0109837631327603,0.164278892072588,0.0729816281813585,0.0817048710601719,0.0170487106017192,0.0181948424068768,0.0873925501432665,0.0143266475644699,0.0212607449856734,0.00586710328830673,0,0.00393982808022923
"5720","ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)",16,2.73386671758577,0.0764444444444444,0.0414814814814815,0.072962962962963,0.095679012345679,0.0259259259259259,0.0396296296296296,0.0136507936507937,0.0736111111111111,0.0345679012345679,0.0296296296296296,0.116666666666667,0.139153439153439,0.0104938271604938,0.13358024691358,0.0610021786492375,0.0924074074074074,0.0122962962962963,0.0124074074074074,0.110185185185185,0.00308641975308642,0,0.00634920634920635,0,0.00648148148148148
"8460","CHEESE,MUENSTER,LOW FAT",16,2.73375880784526,0.182287822878229,0,0.19520295202952,0.00840508405084051,0.0249077490774908,0.172693726937269,0.014127569847127,0.0922509225092251,0.0691266912669127,0.00571955719557196,NA,0.0764364786505008,0,0.002460024600246,0.0781419578901671,0.0018450184501845,NA,0.011070110701107,0.011070110701107,0.0904059040590406,0.0437638376383764,0.00263574064312072,0.0119926199261993,0.00691881918819188
"4376","ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",16,2.73333253321041,0,0.00754716981132076,0.188679245283019,0.00524109014675052,0.0235849056603774,0.0132075471698113,0.044743935309973,0.0424528301886792,0.00628930817610063,0.0254716981132075,0.0122641509433962,0,0.754716981132075,0.150943396226415,0.0110987791342952,0.00849056603773585,0.00962264150943396,0.0188679245283019,0.0235849056603774,0,0.157358490566038,0.00359389038634322,0,0
"2312","LITCHIS,DRIED",16,2.73265975390328,0.0274368231046931,0.0664259927797834,0.011913357400722,0.0340954673084637,0.0379061371841155,0.0653429602888087,0.114492006188757,0.000451263537906137,0.00673886883273165,0.113898916967509,0.0422382671480144,0.00670448684889118,1.10108303249097,0.00240673886883273,0.121044807814823,0.055956678700361,NA,0.0162454873646209,0.0108303249097473,0,0,0.00532920749527248,0,0.0072202166064982
"253","MACE,GROUND",16,2.73247045228343,0.0282526315789474,0.170105263157895,0.0530526315789474,0.162573099415205,0.0857894736842105,0.0231578947368421,0.0278496240601504,0.00701754385964912,0.032280701754386,0.259684210526316,0.157894736842105,0.0081203007518797,0.0736842105263158,0.0437894736842105,0.0554798761609907,0.0142105263157895,NA,0.0168421052631579,0.04,0,0.0336842105263158,NA,0,NA
"315","BABYFOOD,DINNER,BF LASAGNA,TODD",16,2.7309265256027,0.109090909090909,NA,0.0233766233766234,0.0627705627705628,0.0357142857142857,0.0519480519480519,0.0452690166975881,0.0221861471861472,0.0606060606060606,0.062987012987013,NA,0.155844155844156,0.0411255411255411,0.0623376623376623,0.067990832696715,0.0878571428571429,NA,0.0461038961038961,0.0194805194805195,0.11038961038961,0.302077922077922,NA,NA,NA
"7010","CAMPBELL'S,SPAGHETTIOS,SPAGHETTIOS PLUS CA",16,2.73067595434592,0.071044776119403,0.0716417910447761,0.177611940298507,0.0588723051409619,0,0,0.0507462686567164,0.148009950248756,0,NA,NA,NA,0.0248756218905473,0.0597014925373134,0.0588235294117647,0.0888059701492537,NA,0,0.119402985074627,0,0.0591044776119403,0,0.149253731343284,NA
"3004","GINGER ROOT,RAW",16,2.72985123541329,0.0455,0.1,0.02,0.0416666666666667,0.134375,0.0425,0.148214285714286,0.00677083333333333,0.0283333333333333,0.14125,0.143125,0.0125,0.104166666666667,0.0208333333333333,0.025,0.046875,0.025375,0.1,0.034375,0,0,0.0154761904761905,0,0.0015625
"2309","LIME JUC,CND OR BTLD,UNSWTND",16,2.72980126428329,0.0238095238095238,0.0761904761904762,0.0571428571428571,0.0608465608465609,0.0833333333333333,0.0476190476190476,0.102040816326531,0.0317460317460317,0.019047619047619,0.0714285714285714,0.019047619047619,0.00680272108843537,0.507936507936508,0.104761904761905,0.00840336134453781,0.0388095238095238,0.0314285714285714,0.0642857142857143,0.0952380952380952,0,0.0152380952380952,0.0272108843537415,0,0.0297619047619048
"2523","PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD",16,2.72898592424502,0.196556776556777,0,0.00512820512820513,0.0205535205535206,0.0201465201465201,0.0963369963369963,0.0368393511250654,0.00915750915750916,0.0722832722832723,0.0183150183150183,0.00586080586080586,0.237048665620094,0.00183150183150183,0.155067155067155,0.0674423615600086,0.0837728937728938,0.0226007326007326,0.0736263736263736,0.00915750915750916,0.0415140415140415,0.000732600732600733,0.00383743240886098,0.0302197802197802,0
"4945","BEANS,KIDNEY,RED,MATURE SEEDS,CND,DRND SOL,RINSED IN TAP H2O",16,2.72846154026305,0.134214876033058,0.247933884297521,0.0479338842975207,0.068870523415978,0.0599173553719008,0.0975206611570248,0.0590318772136954,0.0716253443526171,0.040771349862259,0.116942148760331,0.157851239669421,0.0188902007083825,0.00275482093663912,0.0330578512396694,0.00729217306757414,0.0172314049586777,NA,NA,0.0475206611570248,0,0,NA,0,NA
"4362","COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",16,2.72673799568638,0.101538461538462,0.00615384615384615,0.183076923076923,0.0094017094017094,0.0615384615384615,0.152307692307692,0.0756043956043956,0.0314102564102564,0.038974358974359,0.00923076923076923,0.0123076923076923,0.120879120879121,0.0230769230769231,0.038974358974359,0.145701357466063,0.0225384615384615,0.0476923076923077,0.0323076923076923,0.0192307692307692,0.0897435897435897,0.0381538461538462,NA,NA,NA
"5061","MORNINGSTAR FARMS CALIFORNIA TURK'Y BURGER,FRZ,UNPREP",16,2.72661767419321,0.192258064516129,0.196129032258064,0.0516129032258065,0.0896057347670251,0.0629032258064516,0.104516129032258,0.0978801843317972,0.185483870967742,0.021505376344086,NA,NA,NA,0,0.0172043010752688,0.0379506641366224,0.00645161290322581,NA,0.00645161290322581,0.0112903225806452,0,0,NA,0,NA
"6704","FAST FOODS,SUBMARINE SNDWCH,TUNA BREAD W/ LETTUCE & TOMATO",16,2.72642938367983,0.113119266055046,0.0128440366972477,0.0623853211009174,0.0400101936799185,0.0252293577981651,0.05,0.0231979030144168,0.0628822629969419,0.0204892966360856,0.0172018348623853,0.0490825688073395,0.256880733944954,0,0.0581039755351682,0.058553696708041,0.177224770642202,0.0160550458715596,0.0621559633027523,0.0584862385321101,0.081039755351682,0.00715596330275229,0.0342944517256444,0.0240825688073395,0.128440366972477
"2387","PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",16,2.7259902689533,0.014,0.0533333333333333,0.0233333333333333,0.0259259259259259,0.0583333333333333,0.01,0.0580952380952381,0.000694444444444444,0.0111111111111111,0.0716666666666667,0.934166666666667,0.00952380952380952,0.263888888888889,0.105555555555556,0.0186274509803922,0.0236666666666667,0.0166666666666667,0.0616666666666667,0.0208333333333333,0,0.0126666666666667,0.000793650793650794,0,0.00625
"5246","GAME MEAT,ELK,CKD,RSTD",16,2.72510950821716,0.413561643835616,0,0.00342465753424658,0.138127853881279,0.0410958904109589,0.123287671232877,0.0641878669275929,0.0174086757990868,0.144292237442922,0.0486301369863014,0.00445205479452055,0.12720156555773,0,NA,NA,NA,NA,NA,0.0154109589041096,NA,0,NA,NA,NA
"2504","JUICE SMOOTHIE,NAKED JUC,GRN MACHINE",16,2.72447421796038,0.0286206896551724,0,0.0137931034482759,0.028735632183908,0.0431034482758621,NA,0.0822660098522167,0.00431034482758621,NA,NA,NA,NA,0.28735632183908,NA,NA,NA,NA,0.107758620689655,NA,0.181034482758621,0.359310344827586,NA,NA,NA
"4113","BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,CHOIC,RAW",16,2.72439653024239,0.186168224299065,0,0.0116822429906542,0.0379023883696781,0.0233644859813084,0.0845794392523364,0.0412550066755674,0.00992990654205607,0.111214953271028,0.0154205607476636,0.00303738317757009,0.145527369826435,0,0.0165109034267913,0.023089609675646,0.150116822429907,0.027196261682243,0.125233644859813,0.0128504672897196,0.0864485981308411,0,0.00823319982198487,NA,0.00876168224299065
"1302","CAMPBELL'S HEALTHY REQUEST,CRM OF CHICK SOUP,COND",16,2.72438120513869,0.12,0.032,0.016,0.0222222222222222,0.03,0.062,0.337142857142857,0.289166666666667,0.00933333333333333,NA,NA,NA,0.00666666666666667,NA,NA,NA,NA,NA,NA,NA,0.2284,NA,NA,NA
"868","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD",16,2.72383607317401,0.244502617801047,0,0.00575916230366492,0.0322862129144852,0.0287958115183246,0.102094240837696,0.0369483919222139,0.0268324607329843,0.0823734729493892,0.018586387434555,0.00392670157068063,0.201196709050112,0,0.0324607329842932,0.0625192485371112,0.141439790575916,0.0563874345549738,0.100261780104712,0.00523560209424084,0.0340314136125654,0.00418848167539267,0.00473697332336076,0.00261780104712042,0.0209424083769634
"6947","FAST FDS,GRILLED CHICK FILET SNDWCH,W/ LETTUCE,TOMATO & SPRD",16,2.7215870208977,0.190549450549451,0.0197802197802198,0.0340659340659341,0.0482295482295482,0.0315934065934066,0.078021978021978,0.0309262166405024,0.0977564102564103,0.0274725274725275,0.0195054945054945,0.054945054945055,0.154631083202512,0.021978021978022,0.0857142857142857,0.0391079508726568,0.213736263736264,NA,0.0848901098901099,0.0535714285714286,0.0201465201465201,0.0173626373626374,0.00994243851386709,0.00274725274725275,0.0460164835164835
"880","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED",16,2.72134400424544,0.272884615384615,0,0.00625,0.0373931623931624,0.0300480769230769,0.0927884615384615,0.0348901098901099,0.0192307692307692,0.0955128205128205,0.0206730769230769,0.00600961538461538,0.129120879120879,0,0.0266025641025641,0.0698529411764706,0.160769230769231,0.0625480769230769,0.09375,0.0108173076923077,0.0272435897435897,0.00634615384615385,NA,NA,NA
"7760","KELLOGG'S,EGGO SEASONS,WAFFLES,PUMPKIN SPICE",16,2.72053143672573,0.0371621621621622,0.0202702702702703,0.0483108108108108,0.12012012012012,0.0194256756756757,0.109797297297297,0.0083011583011583,0.0760135135135135,0.00900900900900901,NA,NA,NA,NA,0.0968468468468468,0.0973767885532591,0.0962837837837838,NA,0.0962837837837838,0.0633445945945946,0.0957207207207207,0.0965540540540541,0,0.000844594594594595,NA
"4106","BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,SEL,CKD,BRLD",16,2.71870526608898,0.202137404580153,0,0.0083969465648855,0.0345631891433418,0.0219465648854962,0.0816793893129771,0.0370774263904035,0.00906488549618321,0.123409669211196,0.0139312977099237,0.0017175572519084,0.157579062159215,0,0.0195928753180662,0.0312079030085317,0.131984732824427,0.0199618320610687,0.110687022900763,0.00763358778625954,0.0871501272264631,0,0.00836059614685569,NA,0.00811068702290076
"5066","MORNINGSTAR FARMS ENTREE CHILI,FRZ,UNPREP",16,2.71833187790813,0.124050632911392,0.19746835443038,0.0544303797468354,0.126582278481013,0.0537974683544304,0.0670886075949367,0.121157323688969,0.102320675105485,0.0168776371308017,NA,NA,NA,0,0.0843881856540084,0,0.0632911392405063,NA,0.0632911392405063,0.0474683544303797,0.0421940928270042,0,NA,0,NA
"3116","POTATOES,RUSSET,FLESH & SKN,RAW",16,2.71642899401964,0.0541772151898734,0.0658227848101266,0.0164556962025316,0.060478199718706,0.0727848101265823,0.069620253164557,0.150813743218807,0.00263713080168776,0.0244725738396624,0.0651898734177215,0.0993670886075949,0.00723327305605787,0.120253164556962,0.0691983122362869,0.0245718540580789,0.065506329113924,0.0381012658227848,0.218354430379747,0.0443037974683544,0,0.000253164556962025,0.000602772754671489,0,0.0284810126582279
"5566","BREAD,WHEAT",16,2.71617710848038,0.0802996254681648,0.0599250936329588,0.049812734082397,0.0726175613816063,0.0421348314606742,0.0558052434456929,0.0189406099518459,0.0792759051186017,0.0297128589263421,0.0297752808988764,0.220411985018727,0.154093097913323,0.00124843945068664,0.103620474406991,0.0557391495924212,0.105243445692884,NA,0.0207865168539326,0.0795880149812734,0,0.000149812734082397,0.00338862136614946,0,0.022940074906367
"1736","LOUIS RICH,TURKEY SALAMI COTTO",16,2.71610950981699,0.201342281879195,0,0.0208053691275168,0.0611483967188665,0.0352348993288591,0.18255033557047,0.0421860019175455,0.284675615212528,0.105145413870246,0.120805369127517,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4709","FISH,POLLOCK,ALASKA,UNTREATED,CKD",16,2.71591840333157,0.4855,NA,0.01625,0.0201388888888889,0.115625,0.2575,0.13,0.0864583333333333,0.0366666666666667,0.026875,0.006875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3661","SUNFLOWER SD KRNLS,TSTD,WO/SALT",16,2.71488475200655,0.0556058158319871,0.074313408723748,0.00920840064620355,0.0611200861604739,0.0521001615508885,0.187075928917609,0.022663281790907,0.000201938610662359,0.0570813139472267,0.148142164781906,0.17075928917609,NA,0.00376952073236403,0.0350026925148088,0.0270835313123634,0.0339095315024233,0.113990306946688,0.0650242326332795,0.0961227786752827,0,0,NA,0,NA
"6335","SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",16,2.71410197597568,0.0530817610062893,0.080503144654088,0.040251572327044,0.0838574423480084,0.0778301886792453,0.0770440251572327,0.0355795148247978,0.092374213836478,0.0712788259958071,0.0220125786163522,0.089622641509434,0.0422282120395328,0.0288259958071279,0.0431865828092243,0.024047354790973,0.020440251572327,0.00654088050314465,0.0378930817610063,0.0125786163522013,0.0141509433962264,0.0112578616352201,0.0528601377657981,0,0.754323899371069
"6262","CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR",16,2.71296354230628,0.0215584415584416,0.0645640074211503,0.21595547309833,0.0357658214801072,NA,NA,NA,0.000541125541125541,NA,NA,NA,NA,0.131725417439703,NA,NA,NA,NA,0.126530612244898,0.126623376623377,0.126468769325912,0.00115027829313544,0.108401802279353,NA,NA
"44","CHEESE,PAST PROCESS,SWISS",16,2.71078929932426,0.148083832335329,0,0.231137724550898,0.010146373918829,0.0217065868263473,0.22814371257485,0.0184773310521813,0.170908183632735,0.0720558882235529,0.00404191616766467,0.00209580838323353,0.0680068434559453,0,0.00279441117764471,0.0486086650228954,0.000568862275449102,0.00778443113772455,0.00538922155688623,0.00449101796407186,0.061377245508982,0.0446706586826347,0.00484744796122042,0.0134730538922156,0.00823353293413174
"3155","POTATOES,O'BRIEN,FRZ,UNPREP",16,2.7107405354886,0.0481578947368421,0.1,0.0171052631578947,0.0752923976608187,0.0592105263157895,0.0644736842105263,0.093609022556391,0.0180921052631579,0.0254385964912281,0.0835526315789474,0.0782894736842105,0.0225563909774436,0.24780701754386,0.0473684210526316,0.0348297213622291,0.0742763157894737,0.0563157894736842,0.1375,0.0263157894736842,0,0.0389473684210526,NA,0,NA
"6536","OAT FLR,PART DEBRANNED",16,2.70884592480479,0.0725742574257426,0.0643564356435644,0.0136138613861386,0.055005500550055,0.0891089108910891,0.111881188118812,0.0262376237623762,0.00195957095709571,0.0528052805280528,0.0540841584158416,0.49740099009901,0.12022630834512,0,0.114191419141914,0.0182003494467094,0.0182425742574257,0.00497524752475248,0.015470297029703,0.0198019801980198,0,0,0.00825082508250825,0,0.0099009900990099
"410","BABYFOOD,JUICE,ORANGE",16,2.70850964849062,0.0266666666666667,0.00888888888888889,0.0266666666666667,0.0209876543209877,0.05,0.0244444444444444,0.116825396825397,0,0.00888888888888889,0.0511111111111111,NA,0.00317460317460318,2.31481481481481,0.0666666666666667,0.0366013071895425,0.0265555555555556,0.0304444444444444,0.06,0.144444444444444,0,0.0244444444444444,0.00423280423280423,0,0.00277777777777778
"5388","LAMB,AUS,IMP,FRSH,LOIN,LN&FAT,1/8""FAT,RAW",15,2.70693722759883,0.190344827586207,NA,0.00738916256157636,0.0454296661193213,0.0270935960591133,0.0911330049261084,0.0425052779732583,0.014367816091954,0.0821018062397373,0.0320197044334975,0.00320197044334975,0.0577058409570725,NA,0.0555008210180624,0.0840336134453781,0.16384236453202,0.0302955665024631,0.109605911330049,NA,0.144499178981938,NA,NA,NA,NA
"563","INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,RTF",15,2.70503382147052,0.0571428571428571,0,0.0936507936507937,0.104056437389771,0.0277777777777778,0.0650793650793651,0.0312925170068027,0.0119047619047619,0.0560846560846561,0.0365079365079365,NA,0.0317460317460317,0.142857142857143,0.0740740740740741,0.0933706816059757,0.0388888888888889,NA,0.0317460317460317,0.0198412698412698,0.0529100529100529,0.0784126984126984,0.0317460317460317,0.146825396825397,0.101190476190476
