"","food","kalescale","nd","protein","fiber","calcium","iron","magnesium","phosphorous","potassium","sodium","zinc","copper","manganese","selenium","vitc","thiamin","riboflavin","niacin","pantothenicacid","vitb6","folate","vitb12","vita","vite","vitd","vitk"
"1156","TURKEY,RTL PARTS,DRUMSTK,MEAT ONLY,CKD,RSTD",26,4.49831772354984,0.330751445086705,0,0.00982658959537572,0.050417469492614,0.0346820809248555,0.111560693641618,0.0424442609413708,0.0269749518304432,0.173410404624277,0.0323699421965318,0.00202312138728324,0.255986787778695,0,0.0250481695568401,0.120027201632098,0.161647398843931,0.0664739884393064,0.11849710982659,0.0130057803468208,0.24373795761079,0.0023121387283237,0.00192678227360308,0.0158959537572254,0
"1199","SOUP,CHICK NOODLE,CND,COND",26,4.49761435363274,0.09875,0.075,0.0125,0.0775462962962963,0.0416666666666667,0.0791666666666667,0.0285714285714286,0.591145833333333,0.0388888888888889,0.028125,0.102083333333333,0.1875,0,0.109722222222222,0.0857843137254902,0.127291666666667,0.0222916666666667,0.04375,0.0729166666666667,0.0416666666666667,0.170833333333333,0.00496031746031746,0,0
"1173","TURKEY,THIGH,FROM WHL BIRD,MEAT ONLY,RSTD",26,4.49686092409782,0.335878787878788,0,0.0103030303030303,0.0481481481481481,0.0409090909090909,0.128484848484849,0.0393073593073593,0.0262626262626263,0.141818181818182,0.0384848484848485,0.00484848484848485,0.271861471861472,0,0.0242424242424242,0.133689839572193,0.202575757575758,0.0615151515151515,0.132727272727273,0.0136363636363636,0.166666666666667,0.00218181818181818,0.00202020202020202,0.0151515151515152,0
"4966","LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",26,4.49577516639729,0.127619047619048,0.244444444444444,0.023015873015873,0.105820105820106,0.10515873015873,0.100793650793651,0.0909297052154195,0.0790343915343915,0.0544973544973545,0.0853174603174603,0.232142857142857,0.0555555555555556,0,0.0851851851851852,0.0256769374416433,0.0261904761904762,0.0374603174603175,0.0309523809523809,0.297619047619048,0,0,NA,0,NA
"2008","CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",26,4.49298634806139,0.0495726495726496,0.117378917378917,0.00854700854700855,0.466919911364356,0.0584045584045584,0.0994301994301994,0.0280830280830281,0.000712250712250712,0.0512820512820513,NA,NA,NA,0,0.129154795821462,0.129043070219541,0.12962962962963,NA,0.12962962962963,0.259259259259259,0.128205128205128,0.000284900284900285,0.00908967575634242,0,NA
"8129","CARIBOU,LIVER,RAW (ALASKA NATIVE)",26,4.4871006537251,0.245901639344262,NA,0.00327868852459016,0.714936247723133,NA,0.231147540983607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72131147540984,NA,NA,NA
"7547","BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED",26,4.48609538421634,0.302279792746114,0,0.00466321243523316,0.0929763960852044,0.0362694300518135,0.136269430051813,0.0679496669133975,0.0183506044905009,0.243868739205527,0.0274611398963731,0.00336787564766839,0.159881569207994,0,0.0145077720207254,0.0582139591587931,0.188860103626943,0.0418134715025907,0.110880829015544,0.00906735751295337,0.241796200345423,0.000932642487046632,0.00296076980014804,0.00259067357512953,0.00906735751295337
"2096","CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS LITTLE BITES,CHOC",26,4.48525398285236,0.0480225988700565,0.12316384180791,0.00932203389830509,0.453389830508475,0.0635593220338983,0.0946327683615819,0.0388216303470541,0.0436676082862524,0.0508474576271186,NA,NA,NA,0,0.126177024482109,0.124626121635095,0.125564971751412,NA,0.124293785310734,0.252118644067797,0.141242937853107,0,NA,NA,NA
"2155","CEREALS RTE,KELLOGG,KELLOGG'S FRSTD MINI-WHEATS,LITTLE BITES",26,4.48447475654562,0.0523646723646724,0.123076923076923,0.00826210826210826,0.457264957264957,0.0548433048433048,0.0977207977207977,0.0301994301994302,0.000237416904083571,0.0512820512820513,NA,NA,NA,0,0.127255460588794,0.12569130216189,0.126638176638177,NA,0.125356125356125,0.254273504273504,0.142450142450142,0.000341880341880342,NA,NA,NA
"7637","BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW",26,4.48158135021193,0.305957446808511,0,0.0170212765957447,0.061859732072498,0.0407801418439716,0.143262411347518,0.0688956433637285,0.0162529550827423,0.18628841607565,0.025886524822695,0.00460992907801418,0.267477203647416,0,0.0312056737588653,0.0450563204005006,0.236985815602837,0.0452482269503546,0.214184397163121,0.0230496453900709,0.125295508274232,0,0.0101317122593718,NA,0.0106382978723404
"8236","STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)",26,4.48097122935349,0.265534591194969,0,0.0188679245283019,0.0223619846261356,0.0393081761006289,0.156603773584906,0.0655884995507637,0.0309224318658281,0.0238993710691824,0.0182389937106918,0.00345911949685535,0.233602875112309,0,NA,NA,NA,NA,NA,NA,0.606918238993711,0.00817610062893082,0.0643905360886493,0.949685534591195,0
"4746","BEANS,KIDNEY,RED,MATURE SEEDS,RAW",26,4.48079930725976,0.133709198813056,0.180415430267062,0.0246290801186944,0.11028684470821,0.102373887240356,0.120474777448071,0.115218312844426,0.00148367952522255,0.0551928783382789,0.103709198813056,0.164836795252225,0.0135650699448919,0.0222551928783383,0.120276953511375,0.0375283644615116,0.0313056379821958,0.0231454005934718,0.0589020771513353,0.292284866468843,0,0,0.0029673590504451,0,0.0207715133531157
"2673","PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN&FAT,CKD,PAN-FRIED",26,4.48024447762286,0.299591836734694,0,0.00612244897959184,0.0232426303854875,0.0318877551020408,0.144387755102041,0.0548104956268222,0.0182823129251701,0.0768707482993197,0.024234693877551,0.00255102040816327,0.295189504373178,0,0.215986394557823,0.0687274909963986,0.26844387755102,0.0693367346938775,0.14234693877551,0,0.0697278911564626,0.0013265306122449,0.00534499514091351,0.0293367346938776,0
"7287","BEEF,TOP LOIN PETITE RST,BNLSS,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",26,4.47942581480787,0.290564102564103,0,0.00871794871794872,0.0575498575498575,0.032051282051282,0.118974358974359,0.0543589743589744,0.0132478632478632,0.191794871794872,0.0241025641025641,NA,0.250549450549451,0,0.0256410256410256,0.0437405731523378,0.214333333333333,NA,0.151282051282051,0.00897435897435897,0.349572649572649,0.000615384615384615,NA,0.00512820512820513,0.0102564102564103
"4568","TILEFISH,COOKED,DRY HEAT",26,4.47891388288117,0.333197278911565,0,0.017687074829932,0.0117157974300831,0.0561224489795918,0.160544217687075,0.099514091350826,0.0167233560090703,0.0240362811791383,0.017687074829932,0.00510204081632653,0.500485908649174,0,0.0634920634920635,0.0760304121648659,0.119047619047619,0.0591836734693878,0.102040816326531,0.0289115646258503,0.283446712018141,0.00938775510204082,NA,NA,NA
"3336","SPINACH SOUFFLE",26,4.47769512374497,0.0917441860465116,0.0162790697674419,0.0959302325581395,0.03843669250646,0.0436046511627907,0.0808139534883721,0.0383720930232558,0.137112403100775,0.0329457364341085,0.0171511627906977,0.0781976744186047,0.0921926910299003,0.0707364341085271,0.0317829457364341,0.0899452804377565,0.0139244186046512,0.0254651162790698,0.0284883720930233,0.106104651162791,0.0387596899224806,0.336162790697674,0.0257475083056478,0.0450581395348837,0.919331395348837
"7576","BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,GRILLED",26,4.47736419369875,0.332655367231638,0,0.011864406779661,0.0568110483364721,0.0353107344632768,0.135028248587571,0.0623083131557708,0.0145951035781544,0.202636534839925,0.0225988700564972,0.00310734463276836,0.296206618240517,0,0.031638418079096,0.0518444666001994,0.243022598870057,0.0327683615819209,0.18361581920904,0.0141242937853107,0.132768361581921,0,0.0102232983588916,NA,0.00918079096045198
"2781","PORK,CURED,HAM -- H2O ADDED,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",26,4.47444445076705,0.250602409638554,0,0.00662650602409639,0.035809906291834,0.0286144578313253,0.151204819277108,0.0481927710843374,0.328564257028112,0.0879518072289157,0.0412650602409639,0.00662650602409639,0.246987951807229,0,0.150200803212851,0.0616583982990787,0.157078313253012,0.0419879518072289,0.131626506024096,0.00301204819277108,0.0562248995983936,0.00469879518072289,0.00774526678141136,NA,0
"6641","FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS",26,4.47409115073703,0.194634146341463,NA,0.0878048780487805,0.040650406504065,0.0457317073170732,0.15,0.0428571428571429,0.115853658536585,0.0780487804878049,0.0310975609756098,0.0670731707317073,0.196864111498258,0.101626016260163,0.0975609756097561,0.0860832137733142,0.111585365853659,0.0341463414634146,0.0792682926829268,0.0945121951219512,0.0528455284552846,0.078780487804878,NA,NA,NA
"4963","HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",26,4.47334824010261,0.139145299145299,NA,0.0341880341880342,0.217473884140551,0.175213675213675,0.102564102564103,0.0822954822954823,0.0865384615384615,0.162393162393162,0.145726495726496,0.205982905982906,0.0341880341880342,0,0.153846153846154,0.0186023127199598,0.0175641025641026,0.027008547008547,0.0158119658119658,0.00854700854700855,0,0,NA,0,NA
"7201","BEEF,RIB EYE STEAK/ROAST,BNLESS,LIP-ON,LN,1/8"" FAT,CHOIC,RAW",26,4.4728090266144,0.268571428571429,0,0.00434782608695652,0.0703933747412008,0.0341614906832298,0.0950310559006211,0.0464951197870452,0.0144927536231884,0.233126293995859,0.0220496894409938,0.0220496894409938,0.244010647737356,0,0.0538302277432712,0.101571063207892,0.171987577639752,0.0329192546583851,0.148757763975155,0.0046583850931677,0.202898550724638,0.000745341614906832,0.00532386867790594,0.0046583850931677,0.0116459627329193
"4785","LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",26,4.47120614650563,0.135652173913043,0.243478260869565,0.0147826086956522,0.115458937198068,0.0934782608695652,0.0965217391304348,0.126211180124224,0.00072463768115942,0.0550724637681159,0.102173913043478,0.224347826086957,0.0559006211180124,0,0.0933333333333333,0.0281329923273657,0.018304347826087,0.036695652173913,0.07,0.180434782608696,0,0,0.00745341614906832,0,0.0217391304347826
"3230","SQUASH,WNTR,SPAGHETTI,RAW",26,4.47065170665522,0.0412903225806452,0.193548387096774,0.0741935483870968,0.0555555555555556,0.0967741935483871,0.0387096774193548,0.0995391705069124,0.0228494623655914,0.0408602150537634,0.0596774193548387,0.201612903225806,0.0138248847926267,0.112903225806452,0.0795698924731183,0.0341555977229601,0.153225806451613,0.116129032258065,0.162903225806452,0.0967741935483871,0,0.0774193548387097,0.0199692780337942,0,0.0362903225806452
"1230","SOUP,SCOTCH BROTH,CND,COND",26,4.46951807772122,0.122727272727273,0.0606060606060606,0.0181818181818182,0.0572390572390572,0.0113636363636364,0.0681818181818182,0.0562770562770563,0.452020202020202,0.131313131313131,0.151515151515152,0.227272727272727,0.0476190476190476,0.0176767676767677,0.0151515151515152,0.0329768270944742,0.071969696969697,0.0424242424242424,0.0454545454545455,0.0303030303030303,0.0555555555555556,0.539090909090909,0.00432900432900433,NA,NA
"4150","BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW",26,4.4671470969584,0.260379746835443,0,0.00759493670886076,0.0710267229254571,0.0348101265822785,0.130379746835443,0.0607594936708861,0.0216244725738397,0.213080168776371,0.0199367088607595,0.000632911392405063,0.229656419529837,0,0.0333333333333333,0.0573343261355175,0.185917721518987,0.0462025316455696,0.188924050632911,0.00474683544303797,0.19831223628692,0.00164556962025316,0.00331525015069319,0.00632911392405063,0.0118670886075949
"2040","CEREALS RTE,KELLOGG'S,FRSTD MINI-WHEATS BITE SIZE STRAWB DEL",26,4.46608011631128,0.0494318181818182,0.115909090909091,0.00738636363636364,0.465593434343434,0.0575284090909091,0.0982954545454546,0.0277597402597403,0.000355113636363636,0.0511363636363636,0.0426136363636364,NA,NA,0,0.128787878787879,0.128676470588235,0.129261363636364,NA,0.129261363636364,0.258522727272727,0.127840909090909,0.000340909090909091,0.00906385281385282,0,NA
"2090","CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS BITE SZ BLUEB MUFFIN",26,4.46608011631128,0.0488636363636364,0.115909090909091,0.00738636363636364,0.465593434343434,0.0575284090909091,0.0982954545454546,0.0276785714285714,0.000591856060606061,0.0511363636363636,NA,NA,NA,0,0.128787878787879,0.128676470588235,0.129261363636364,NA,0.129261363636364,0.258522727272727,0.127840909090909,0.000852272727272727,0.00906385281385282,NA,NA
"8278","APPLEBEE'S,9 OZ HOUSE SIRLOIN STEAK",26,4.46534220226228,0.284126984126984,NA,0.00846560846560846,0.0608465608465608,0.0317460317460317,0.106878306878307,0.0529100529100529,0.1331569664903,0.188712522045855,0.0201058201058201,0.0037037037037037,0.186696900982615,NA,0.017636684303351,0.0893246187363834,0.129708994708995,0.0182539682539683,0.152116402116402,NA,0.17636684303351,0.00232804232804233,0.00932224741748551,NA,NA
"2845","PORK,FRSH,LOIN,BLDE (CHOPS OR ROAST),BNLESS,LN & FAT OLY,RAW",26,4.4634884624481,0.261656050955414,0,0.00382165605095541,0.0261854210898797,0.0334394904458599,0.148407643312102,0.067697907188353,0.0169851380042463,0.0738853503184713,0.0168789808917197,0.00286624203821656,0.337579617834395,0,0.254352441613588,0.0850505807418509,0.209044585987261,0.0529299363057325,0.173885350318471,0,0.0520169851380042,0.00178343949044586,0.00576281468001213,0.0286624203821656,0
"3022","KANPYO,(DRIED GOURD STRIPS)",26,4.4634142233422,0.0665116279069767,0.151937984496124,0.108527131782946,0.110249784668389,0.121124031007752,0.0728682170542636,0.175193798449612,0.00242248062015504,0.151421188630491,0.0839147286821706,0.220348837209302,0.0143964562569214,0.00129198966408269,0,0.010031919744642,0.0562015503875969,0.098953488372093,0.103100775193798,0.059108527131783,0,0,NA,0,NA
"7597","BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",26,4.46194438172349,0.330561797752809,0,0.0106741573033708,0.0583645443196005,0.0351123595505618,0.130898876404494,0.0603531300160514,0.0142790262172285,0.204494382022472,0.024438202247191,0.00308988764044944,0.275280898876405,0,0.0299625468164794,0.0492399206873761,0.236516853932584,0.0351685393258427,0.177247191011236,0.0154494382022472,0.157303370786517,0,0.0101658640984484,0.00561797752808989,0.0098314606741573
"7140","BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",26,4.46164989087388,0.334948453608247,0,0.00876288659793814,0.0876288659793814,0.0283505154639175,0.114948453608247,0.0463917525773196,0.0139604810996564,0.284192439862543,0.0322164948453608,0.00438144329896907,0.259941089837997,0,0.0240549828178694,0.0688295936931474,0.103427835051546,0.0371134020618557,0.130154639175258,0.0103092783505155,0.244845360824742,0.000515463917525773,0.00319096710849288,0.0077319587628866,0.0103092783505155
"5496","LAMB,NZ,IMP,TENDERLOIN,LN & FAT,CKD,FAST FRIED",26,4.46126721411324,0.355031847133758,0,0.00318471337579618,0.0746638358103326,0.0493630573248408,0.170700636942675,0.0786169244767971,0.0156581740976645,0.118895966029724,0.0573248407643312,0.00509554140127389,0.0591446769790719,0,0.0428874734607219,0.11052828774822,0.288980891719745,0.0675796178343949,0.089171974522293,NA,0.25583864118896,0.000636942675159236,0.0166818319684562,0.00159235668789809,NA
"7169","BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",26,4.45744887784132,0.301990521327014,0,0.00710900473933649,0.0845181674565561,0.0260663507109005,0.109004739336493,0.0389979688557888,0.0136255924170616,0.325750394944708,0.0336492890995261,0.0111374407582938,0.265402843601896,0,0.0249605055292259,0.0783384443824924,0.0917061611374408,0.0429383886255924,0.0943127962085308,0.00947867298578199,0.343601895734597,0.0023696682464455,0.00225682690137666,0.00592417061611374,0.00947867298578199
"2856","ARROWHEAD,CKD,BLD,DRND,WO/SALT",26,4.45649013299943,0.115128205128205,NA,0.00897435897435897,0.0861823361823362,0.157051282051282,0.252564102564103,0.322710622710623,0.00961538461538462,0.0188034188034188,0.0865384615384616,0.182692307692308,0.010989010989011,0.00641025641025641,0.123076923076923,0.0452488687782805,0.0743589743589744,0.0575641025641026,0.132051282051282,0.0288461538461539,0,0,NA,0,NA
"3245","SWEETPOTATO,CND,VACUUM PK",26,4.45557956370512,0.0362637362637363,0.0791208791208791,0.0241758241758242,0.0543345543345543,0.0604395604395604,0.0538461538461539,0.0979591836734694,0.0242673992673993,0.0131868131868132,0.0763736263736264,0.25,0.010989010989011,0.483516483516484,0.0271062271062271,0.0368455074337427,0.0407142857142857,0.0574725274725275,0.104395604395604,0.0467032967032967,0,1.75450549450549,0.0523286237571952,0,0.0302197802197802
"8490","CHICKEN,MEATLESS",26,4.45540484911498,0.211071428571429,0.0642857142857143,0.015625,0.0811011904761905,0.0189732142857143,0.149553571428571,0.00688775510204082,0.13188244047619,0.0208333333333333,0.153794642857143,0.262723214285714,0.0471938775510204,0,0.018452380952381,0.0648634453781513,0.0324553571428571,0.0258482142857143,0.15625,0.0848214285714286,0.162202380952381,0,0.0569727891156463,0,0
"7377","BEEF,LOIN,TOP LOIN STEAK,BNLS,LIP OFF,LN & FAT,0"" FAT,SEL,RW",25,4.45290180786561,0.301854304635762,0,0.00927152317880795,0.0636497424576895,0.0198675496688742,0.135099337748344,0.0527909176915799,0.0126931567328918,0.155408388520971,0.0145695364238411,0.000662251655629139,0.202459791863765,0,0.0260485651214128,0.0829762368523568,0.207516556291391,0.0258940397350993,0.182781456953642,0.00662251655629139,0.204194260485651,0.00172185430463576,0.00630715862503942,0.0033112582781457,0.0124172185430464
"1481","SOUP,TOMATO,DRY,MIX,PREP W/ H2O",25,4.45213966479957,0.0489473684210526,0.0421052631578947,0.0763157894736842,0.0263157894736842,0.0657894736842105,0.0868421052631579,0.0834586466165414,0.390350877192982,0.0228070175438597,0.0447368421052632,0.0473684210526316,0.0413533834586466,0.087719298245614,0.184210526315789,0.270897832817337,0.121842105263158,0.0481578947368421,0.0763157894736842,0.0723684210526316,0.0263157894736842,0.165263157894737,0.0275689223057644,0,0.0263157894736842
"5387","LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,CKD,BRLD",25,4.45206958296772,0.292349726775956,NA,0.00710382513661202,0.0752884031572556,0.0355191256830601,0.129508196721312,0.0552693208430913,0.0150273224043716,0.189799635701275,0.0472677595628415,0.00409836065573771,0.110850897736144,NA,0.0491803278688525,0.135004821600771,0.156420765027322,0.0540983606557377,0.12568306010929,NA,0.290528233151184,NA,NA,NA,NA
"2270","GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",25,4.45197136640469,0.039375,0.1375,0.0375,0.015625,0.0625,0.025,0.124107142857143,0,0.0145833333333333,0.0734375,0.01875,0.0133928571428571,1.79166666666667,0.075,0.0367647058823529,0.0390625,0.0884375,0.065625,0.078125,0,0.579375,0.0193452380952381,0,0
"8556","HEARTS OF PALM,RAW",25,4.45170677868364,0.0469565217391304,0.0521739130434783,0.0156521739130435,0.0816425120772947,0.0217391304347826,0.121739130434783,0.448695652173913,0.00507246376811594,0.216231884057971,0.28,NA,0.00869565217391304,0.115942028985507,0.0289855072463768,0.0920716112531969,0.0391304347826087,NA,0.352173913043478,0.0521739130434783,0,0.0118260869565217,0.020703933747412,0,0
"1055","USDA CMDTY,TURKEY TACO MEAT,FRZ,CKD",25,4.45071853990743,0.227027027027027,0,0.0466216216216216,0.0675675675675676,0.0456081081081081,0.121621621621622,0.0573359073359073,0.177927927927928,0.113513513513514,0.0101351351351351,0.0557432432432432,0.172779922779923,0,0.0351351351351351,0.13275039745628,0.100743243243243,0.0402027027027027,0.101351351351351,0.0422297297297297,0.244369369369369,0,0.00804375804375804,NA,0
"87","MILK,BUTTERMILK,DRIED",25,4.45050502711332,0.177260981912145,0,0.30594315245478,0.00430663221360896,0.0710594315245478,0.241085271317829,0.117534145441122,0.0556632213608958,0.069250645994832,0.0143410852713178,0.00297157622739018,0.0749354005167959,0.0245478036175711,0.0675279931093885,0.24000607995136,0.0113178294573643,0.0819121447028424,0.0436692506459948,0.0303617571059431,0.164513350559862,0.00904392764857881,0.00123046634674542,0.0129198966408269,0.00129198966408269
"729","MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB",25,4.44948880171997,0.00454545454545455,0,0.0181818181818182,0.0101010101010101,0.00568181818181818,0.00454545454545455,0.0233766233766234,0.549242424242424,0.0106060606060606,0,0,0,0,1.53181818181818,0,0.100340909090909,0.0615909090909091,0.00113636363636364,0,0,1.50318181818182,0.0562770562770563,0,0.00284090909090909
"965","TURKEY,WHL,MEAT ONLY,CKD,RSTD",25,4.4467380370592,0.365534591194969,0,0.00817610062893082,0.0359888190076869,0.0455974842767296,0.139622641509434,0.0429469901168014,0.0264675052410901,0.105241090146751,0.0286163522012579,0.00440251572327044,0.275831087151842,0,0.019706498951782,0.103588605253422,0.29874213836478,0.059811320754717,0.202201257861635,0.0141509433962264,0.0985324947589098,0.00176100628930818,0.00179694519317161,0.0157232704402516,0
"7526","BEEF,CHUCK,CLOD RST,LN ONLY,TO 1/4"" FAT,ALL GRDS,CKD,RSTD",25,4.44525715052444,0.304739884393064,0,0.00404624277456647,0.0992292870905588,0.0317919075144509,0.124277456647399,0.0614368290668869,0.0171001926782274,0.246242774566474,0.0289017341040462,NA,0.247729149463254,0,0.0342967244701349,0.0839850391023462,0.100260115606936,NA,0.0789017341040463,0.0130057803468208,0.290944123314066,0,0.00467932837875035,NA,NA
"7224","BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,CHOIC,RAW",25,4.44228673291002,0.264691358024691,0,0.00432098765432099,0.0699588477366255,0.0339506172839506,0.0944444444444444,0.0462081128747795,0.01440329218107,0.231687242798354,0.0219135802469136,0.0219135802469136,0.242504409171076,0,0.0534979423868313,0.100944081336238,0.170925925925926,0.0327160493827161,0.14783950617284,0.00462962962962963,0.201646090534979,0.000740740740740741,0.00529100529100529,0.00617283950617284,0.0115740740740741
"5182","VEAL,LEG (TOP RND),LN,CKD,RSTD",25,4.43936267223763,0.374266666666667,0,0.004,0.0333333333333333,0.0466666666666667,0.157333333333333,0.0748571428571429,0.0188888888888889,0.136888888888889,0.0433333333333333,0.0103333333333333,0.113333333333333,0,0.0266666666666667,0.129411764705882,0.336,0.0666666666666667,0.103333333333333,0.0266666666666667,0.131111111111111,0,0.0174603174603175,NA,NA
"7573","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",25,4.43907136095015,0.328404255319149,0,0.0117021276595745,0.0564420803782506,0.0359042553191489,0.134574468085106,0.0621580547112462,0.0146276595744681,0.20177304964539,0.0226063829787234,0.00292553191489362,0.29483282674772,0,0.0312056737588652,0.0513141426783479,0.239893617021277,0.0323404255319149,0.181382978723404,0.0132978723404255,0.13031914893617,0,0.0101317122593718,NA,0.00930851063829787
"2556","PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,CKD,BRLD",25,4.43729075201862,0.297333333333333,0,0.0127777777777778,0.0246913580246914,0.0361111111111111,0.126666666666667,0.0565079365079365,0.012962962962963,0.0822222222222222,0.0225,0.0025,0.362698412698413,0,0.231111111111111,0.0794117647058824,0.235694444444444,0.0373333333333333,0.194722222222222,0,0.05,0,0.00264550264550265,0.0388888888888889,0
"86","MILK,DRY,NONFAT,CA RED",25,4.436624120999,0.200564971751412,0,0.0790960451977401,0.00502197112366604,0.0423728813559322,0.285593220338983,0.0548829701372074,0.268361581920904,0.075894538606403,0.00225988700564972,0.00112994350282486,0.110169491525424,0.0315442561205273,0.0306967984934087,0.272848122299767,0.00939265536723164,0.0935593220338983,0.042090395480226,0.0353107344632768,0.187382297551789,0.000451977401129943,NA,NA,NA
"4005","BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, CKD",25,4.43635261605714,0.291256830601093,0,0.0103825136612022,0.0749848208864602,0.0300546448087432,0.114754098360656,0.0537080405932865,0.0182149362477231,0.354462659380692,0.0213114754098361,0.00382513661202186,0.213114754098361,0,0.0273224043715847,0.0620379299260688,0.128224043715847,0.0396174863387978,0.111748633879781,0.00819672131147541,0.295081967213115,0.000546448087431694,0.00312256049960968,0.00683060109289618,0.0109289617486339
"7610","BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",25,4.43596066758933,0.298918918918919,0,0.0189189189189189,0.0611861861861862,0.0388513513513514,0.137837837837838,0.0658301158301158,0.0160472972972973,0.186036036036036,0.0243243243243243,0.00472972972972973,0.246138996138996,0,0.0274774774774775,0.0429252782193959,0.253074324324324,0.044527027027027,0.205067567567568,0.0219594594594595,0.135135135135135,0,0.0106177606177606,NA,0.0109797297297297
"151","EGG,WHITE,RAW,FRZ,PAST",25,4.43512957412869,0.404347826086957,0,0.0217391304347826,0.0205314009661836,0.0597826086956522,0.0282608695652174,0.104968944099379,0.153079710144928,0.0101449275362319,0.0347826086956522,0.00760869565217391,0.285714285714286,0,0.0333333333333333,0.540920716112532,0.0101086956521739,0.0319565217391304,0.00434782608695652,0.0543478260869565,0.326086956521739,0,0,0,0
"4935","BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",25,4.43334689487322,0.134242424242424,0.263636363636364,0.0204545454545455,0.0883838383838384,0.132575757575758,0.106060606060606,0.0768398268398268,0.074810606060606,0.0565656565656566,0.0791666666666667,0.168181818181818,0.012987012987013,0,0.123232323232323,0.0262923351158645,0.0191287878787879,0.0183333333333333,0.0261363636363636,0.28219696969697,0,0.000909090909090909,NA,0,NA
"5453","LAMB,NZ,IMP,SWEETBREAD,RAW",25,4.43332253235675,0.305555555555556,0,0.00277777777777778,0.0416666666666667,0.0486111111111111,0.430555555555556,0.11984126984127,0.0225694444444444,0.0907407407407407,0.0416666666666667,0.00694444444444444,0.170634920634921,0,0.05,0.0547385620915033,0.0931944444444444,0.100416666666667,0,NA,0.423611111111111,0.005,0.0317460317460317,0.0138888888888889,NA
"4664","SCUP,COOKED,DRY HEAT",25,4.43216511222934,0.358666666666667,0,0.0377777777777778,0.0279835390946502,0.0537037037037037,0.175555555555556,0.0778835978835979,0.0166666666666667,0.0306172839506173,0.0240740740740741,0.0166666666666667,0.495238095238095,0,0.062716049382716,0.0531590413943355,0.184962962962963,0.0640740740740741,0.128148148148148,0.0314814814814815,0.2,0.0154074074074074,NA,NA,NA
"4627","SQUID,MXD SP,CKD,FRIED",25,4.43189182619704,0.205028571428571,0,0.0222857142857143,0.0320634920634921,0.0542857142857143,0.143428571428571,0.0455510204081633,0.0728571428571429,0.0662857142857143,0.604,0.02,0.422857142857143,0.04,0.0213333333333333,0.153949579831933,0.0743428571428571,0.0291428571428571,0.0165714285714286,0.02,0.117142857142857,0.004,NA,NA,NA
"4510","MULLET,STRIPED,RAW",25,4.43124454936173,0.330769230769231,0,0.035042735042735,0.0484330484330484,0.061965811965812,0.188888888888889,0.0871794871794872,0.0231481481481481,0.0296296296296296,0.0217948717948718,0.00683760683760684,0.445665445665446,0.0170940170940171,0.0512820512820513,0.0402212166918049,0.222222222222222,0.064957264957265,0.181623931623932,0.0192307692307692,0.0313390313390313,0.021025641025641,0.0407000407000407,0.13034188034188,0.00106837606837607
